price,mileage_km,fuel_type,engine_cc,model_year,level,car_body_color,seat_count,drive_mode,motor_power_kw,battery_capacity_kwh,door_count,year,month,transmission_Manual,car_age,mileage_per_year,is_electric,quarter,log_mileage
12776.0,9200.0,4.0,1497.0,2023.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2024,5,0,1.0,4600.0,0,2,9.127067452782361
513433.0,32000.0,4.0,6498.0,2017.0,22.0,3.0,2,4.0,0.0,0.0,2.0,2018,6,0,1.0,16000.0,0,2,10.373522431293592
58585.0,99000.0,4.0,4297.0,2012.0,22.0,3.0,4,3.0,0.0,0.0,2.0,2013,6,0,1.0,49500.0,0,2,11.502885230075814
9391.0,22000.0,4.0,1494.0,2023.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2023,8,0,0.0,22000.0,0,3,9.99884318585288
5122.0,128000.0,7.0,1908.792198826372,2022.0,16.0,3.0,0,7.0,60.0,0.0,5.0,2022,11,0,0.0,128000.0,0,4,11.759793355371237
8905.0,112100.0,4.0,2290.0,2019.0,12.0,3.0,5,2.0,0.0,0.0,4.0,2020,1,0,1.0,56050.0,0,1,11.627155529627064
9258.0,79400.0,4.0,1991.0,2018.0,7.0,1.0,5,3.0,0.0,0.0,4.0,2019,1,0,1.0,39700.0,0,1,11.282266241614355
12953.0,75000.0,7.0,1908.792198826372,2025.0,16.0,3.0,0,11.0,90.0,0.0,4.0,2025,9,0,0.0,75000.0,0,3,11.225256725762893
12040.0,58000.0,4.0,1995.0,2021.0,8.0,0.0,7,3.0,0.0,0.0,5.0,2022,3,0,1.0,29000.0,0,1,10.968215530759236
10274.0,64000.0,4.0,1999.0,2019.0,7.0,3.0,5,11.0,0.0,0.0,4.0,2020,7,0,1.0,32000.0,0,3,11.06665398721974
8655.0,50000.0,7.0,1908.792198826372,2021.0,18.0,3.0,5,7.0,202.0,55.0,4.0,2021,3,0,0.0,50000.0,1,1,10.819798284210286
35328.0,200.0,7.0,1908.792198826372,2026.0,14.0,0.0,6,9.0,410.0,115.0,5.0,2026,5,0,0.0,200.0,1,2,5.303304908059076
14248.0,100.0,7.0,1908.792198826372,2025.0,13.0,3.0,5,7.0,160.0,56.2,4.0,2026,6,0,1.0,50.0,1,2,4.61512051684126
19106.0,62000.0,7.0,1908.792198826372,2021.0,17.0,0.0,5,9.0,317.0,76.8,5.0,2021,7,0,0.0,62000.0,1,3,11.034905792929415
11304.0,22000.0,8.0,1497.0,2024.0,20.0,3.0,5,7.0,160.0,28.4,5.0,2024,8,0,0.0,22000.0,1,3,9.99884318585288
6977.0,60000.0,4.0,1969.0,2021.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2021,8,0,0.0,60000.0,0,3,11.002116507732017
79340.0,33000.0,4.0,1908.792198826372,2022.0,2.0,0.0,0,11.0,0.0,0.0,4.603574926542605,2022,12,0,0.0,33000.0,0,4,10.404293143019792
9391.0,50200.0,7.0,1908.792198826372,2025.0,12.0,3.0,5,11.0,120.0,50.8,5.0,2025,9,0,0.0,50200.0,1,3,10.823790225800138
24670.0,29900.0,7.0,1908.792198826372,2022.0,19.0,3.0,5,9.0,405.0,98.0,5.0,2023,1,0,1.0,14950.0,1,1,10.305647203635566
11304.0,18500.0,4.0,1598.0,2024.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2024,7,0,0.0,18500.0,0,3,9.825580063659602
1619.0,77000.0,4.0,1499.0,2014.0,11.0,3.0,5,11.0,0.0,0.0,5.0,2015,2,1,1.0,38500.0,0,1,11.251573687764477
9641.0,2100.0,7.0,1908.792198826372,2024.0,13.0,3.0,5,11.0,100.0,46.11,4.0,2024,5,0,0.0,2100.0,1,2,7.650168700845001
14396.0,70000.0,4.0,1908.792198826372,2016.0,22.0,3.0,0,11.0,0.0,0.0,4.603574926542605,2017,5,0,1.0,35000.0,0,2,11.156264806643742
1457.0,58000.0,4.0,1997.0,2009.0,0.0,3.0,7,11.0,0.0,0.0,5.0,2010,10,1,1.0,29000.0,0,4,10.968215530759236
6417.0,37000.0,4.0,1490.0,2021.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2021,11,0,0.0,37000.0,0,4,10.518700218288165
103923.0,33000.0,4.0,4308.0,2005.0,22.0,3.0,2,5.0,0.0,0.0,2.0,2008,6,0,3.0,8250.0,0,2,10.404293143019792
8802.0,22000.0,4.0,1485.0,2023.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2024,1,0,1.0,11000.0,0,1,9.99884318585288
37977.0,36000.0,6.0,2487.0,2022.0,17.0,3.0,5,11.0,134.0,18.12,5.0,2023,3,0,1.0,18000.0,1,1,10.491301994830229
12953.0,200.0,7.0,1908.792198826372,2021.0,0.0,3.0,6,11.0,100.0,53.0,5.0,2026,5,0,5.0,33.333333333333336,1,2,5.303304908059076
14248.0,26100.0,7.0,1908.792198826372,2022.0,7.0,3.0,5,11.0,150.0,64.31,4.0,2023,6,0,1.0,13050.0,1,2,10.169728906753061
51225.0,8000.0,6.0,1497.0,2026.0,14.0,3.0,6,2.0,380.0,65.0,5.0,2026,3,0,0.0,8000.0,1,1,8.987321812850125
10495.0,76000.0,4.0,1999.0,2020.0,12.0,1.0,5,11.0,0.0,0.0,5.0,2020,10,0,0.0,76000.0,0,4,11.23850177707664
13248.0,66000.0,7.0,1908.792198826372,2020.0,17.0,3.0,5,9.0,320.0,70.0,5.0,2021,10,0,1.0,33000.0,1,4,11.097425172408931
1295.0,70000.0,4.0,1497.0,2017.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2017,9,0,0.0,70000.0,0,3,11.156264806643742
5858.0,95400.0,4.0,2496.0,2013.0,20.0,0.0,5,3.0,0.0,0.0,4.0,2014,10,0,1.0,47700.0,0,4,11.465844339561734
6300.0,12200.0,4.0,1796.0,2021.0,8.0,3.0,7,3.0,0.0,0.0,5.0,2021,5,1,0.0,12200.0,0,2,9.409273194575334
23375.0,5000.0,6.0,1498.0,2025.0,19.0,0.0,5,11.0,200.0,35.6,5.0,2026,3,0,1.0,2500.0,1,1,8.517393171418904
30617.0,28000.0,7.0,1908.792198826372,2024.0,19.0,3.0,5,7.0,215.0,100.0,5.0,2024,11,0,0.0,28000.0,1,4,10.239995502805316
40156.0,3000.0,6.0,1998.0,2026.0,19.0,0.0,5,2.0,455.0,59.05,5.0,2025,11,0,0.0,3000.0,1,4,8.006700845440367
30617.0,8000.0,8.0,1499.0,2026.0,19.0,2.0,5,7.0,227.0,37.0,5.0,2025,10,0,0.0,8000.0,1,4,8.987321812850125
7183.0,35100.0,4.0,1598.0,2020.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2020,6,0,0.0,35100.0,0,2,10.465984899076615
3944.0,1000.0,7.0,1908.792198826372,2025.0,10.0,3.0,4,7.0,30.0,18.11,3.0,2025,5,0,0.0,1000.0,1,2,6.90875477931522
18988.0,26000.0,7.0,1908.792198826372,2024.0,7.0,3.0,5,7.0,150.0,84.8,5.0,2025,3,0,1.0,13000.0,1,1,10.165890277802454
13218.0,7800.0,7.0,1908.792198826372,2026.0,12.0,3.0,5,11.0,150.0,62.268,5.0,2025,11,0,0.0,7800.0,1,4,8.962007209588313
10274.0,100.0,4.0,1499.0,2026.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2026,6,0,0.0,100.0,0,2,4.61512051684126
1707.0,73400.0,4.0,1499.0,2015.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2015,8,1,0.0,73400.0,0,3,11.203692838488003
61235.0,77000.0,4.0,2995.0,2019.0,19.0,3.0,5,2.0,0.0,0.0,5.0,2021,7,0,2.0,25666.666666666668,0,3,11.251573687764477
13660.0,26000.0,6.0,1499.0,2024.0,17.0,0.0,7,11.0,199.0,19.43,5.0,2025,2,0,1.0,13000.0,1,1,10.165890277802454
8169.0,69000.0,4.0,1969.0,2020.0,13.0,3.0,5,2.0,0.0,0.0,4.0,2020,1,0,0.0,69000.0,0,1,11.141876276228
30440.0,5900.0,7.0,1908.792198826372,2026.0,7.0,0.0,5,7.0,300.0,100.0,5.0,2026,3,0,0.0,5900.0,1,1,8.682877107057168
16206.0,80000.0,7.0,1908.792198826372,2023.0,17.0,0.0,5,7.0,220.0,60.0,5.0,2023,1,0,0.0,80000.0,1,1,11.289794413577894
55906.0,4300.0,6.0,1974.0,2026.0,19.0,0.0,5,10.0,660.0,70.0,5.0,2026,5,0,0.0,4300.0,1,2,8.366602832783736
5093.0,35000.0,7.0,1908.792198826372,2021.0,13.0,3.0,5,11.0,135.0,69.9,4.0,2021,9,0,0.0,35000.0,1,3,10.463131911491967
7345.0,100000.0,7.0,1908.792198826372,2022.0,13.0,3.0,5,11.0,105.0,47.8,5.0,2022,7,0,0.0,100000.0,1,3,11.51293546492023
19695.0,11000.0,6.0,1498.0,2025.0,20.0,3.0,5,11.0,200.0,0.0,4.0,2025,1,0,0.0,11000.0,0,1,9.305741456739435
61794.0,12000.0,6.0,1498.0,2026.0,8.0,3.0,7,2.0,330.0,40.9,5.0,2026,1,0,0.0,12000.0,1,1,9.392745258631441
17045.0,26000.0,7.0,1908.792198826372,2024.0,12.0,3.0,5,7.0,200.0,66.0,5.0,2024,11,0,0.0,26000.0,1,4,10.165890277802454
37977.0,13000.0,8.0,1496.0,2026.0,14.0,0.0,6,9.0,380.0,52.0,5.0,2025,12,0,0.0,13000.0,1,4,9.472781556562168
11481.0,27000.0,4.0,1908.792198826372,2023.0,20.0,0.0,0,11.0,0.0,0.0,4.603574926542605,2023,11,0,0.0,27000.0,0,4,10.203629181337648
61529.0,30000.0,4.0,4691.0,2013.0,22.0,1.0,4,3.0,0.0,0.0,2.0,2016,3,0,3.0,7500.0,0,1,10.308985993422082
10083.0,36000.0,7.0,1908.792198826372,2022.0,20.0,3.0,5,7.0,196.0,83.1,4.0,2022,10,0,0.0,36000.0,1,4,10.491301994830229
12188.0,29000.0,4.0,1497.0,2022.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2022,3,0,0.0,29000.0,0,1,10.275085591132715
11304.0,16000.0,7.0,1908.792198826372,2025.0,13.0,3.0,5,7.0,120.0,42.1,5.0,2025,6,0,0.0,16000.0,1,2,9.680406499268875
4828.0,116810.0,4.0,1598.0,2012.0,12.0,2.0,4,11.0,0.0,0.0,5.0,2013,8,0,1.0,58405.0,0,3,11.668312523023978
8154.0,46000.0,7.0,1908.792198826372,2024.0,13.0,3.0,5,11.0,105.0,47.8,5.0,2024,1,0,0.0,46000.0,1,1,10.736418414365376
2325.0,92400.0,4.0,1498.0,2017.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2017,7,1,0.0,92400.0,0,3,11.433893080082035
6888.0,90000.0,7.0,1908.792198826372,2020.0,13.0,3.0,5,11.0,100.0,58.8,4.0,2021,5,0,1.0,45000.0,1,2,11.407576060361786
6152.0,55000.0,4.0,1476.0,2021.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2022,10,0,1.0,27500.0,0,4,10.915106645867503
7654.0,90000.0,7.0,1908.792198826372,2023.0,13.0,3.0,5,11.0,110.0,50.95,4.0,2024,9,0,1.0,45000.0,1,3,11.407576060361786
11893.0,124000.0,4.0,2985.0,2015.0,19.0,3.0,5,2.0,0.0,0.0,5.0,2017,2,0,2.0,41333.333333333336,0,1,11.728044909070785
33561.0,9000.0,4.0,1991.0,2022.0,17.0,0.0,5,2.0,0.0,0.0,5.0,2022,1,0,0.0,9000.0,0,1,9.105090961257085
49753.0,19000.0,5.0,2487.0,2026.0,19.0,3.0,5,11.0,134.0,0.0,5.0,2025,3,0,0.0,19000.0,0,1,9.852246888342531
17369.0,40800.0,4.0,1395.0,2021.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2022,6,0,1.0,20400.0,0,2,10.616461869895815
2782.0,120000.0,4.0,1981.0,2016.0,17.0,3.0,5,3.0,0.0,0.0,5.0,2017,9,0,1.0,60000.0,0,3,11.695255355062795
12217.0,77600.0,3.0,1968.0,2023.0,4.0,3.0,0,3.0,0.0,0.0,5.0,2024,2,1,1.0,38800.0,0,1,11.259335592686217
5564.0,50000.0,4.0,1490.0,2021.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2022,2,0,1.0,25000.0,0,1,10.819798284210286
13984.0,39000.0,4.0,1967.0,2021.0,5.0,3.0,0,2.0,0.0,0.0,4.0,2022,11,0,1.0,19500.0,0,4,10.571342565808699
28527.0,20000.0,8.0,1496.0,2024.0,19.0,3.0,5,9.0,300.0,36.8,5.0,2024,10,0,0.0,20000.0,1,4,9.90353755128617
6888.0,39000.0,4.0,1998.0,2022.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2022,9,0,0.0,39000.0,0,3,10.571342565808699
25553.0,2000.0,7.0,1908.792198826372,2026.0,19.0,1.0,5,7.0,250.0,81.0,5.0,2026,3,0,0.0,2000.0,1,1,7.601402334583733
15720.0,7600.0,7.0,1908.792198826372,2024.0,12.0,2.0,5,9.0,205.0,69.77,5.0,2025,12,0,1.0,3800.0,1,4,8.936035096566041
21903.0,11000.0,1.0,1969.0,2025.0,7.0,3.0,5,11.0,0.0,0.0,4.0,2025,8,0,0.0,11000.0,0,3,9.305741456739435
10274.0,13000.0,6.0,1499.0,2025.0,13.0,0.0,5,11.0,150.0,18.67,4.0,2025,1,0,0.0,13000.0,1,1,9.472781556562168
12953.0,80000.0,4.0,5328.0,2011.0,3.0,0.0,7,3.0,0.0,0.0,6.0,2010,9,0,0.0,80000.0,0,3,11.289794413577894
27349.0,30800.0,7.0,1908.792198826372,2025.0,17.0,3.0,5,9.0,360.0,100.0,5.0,2025,8,0,0.0,30800.0,1,3,10.335302435967074
26466.0,30000.0,7.0,1908.792198826372,2025.0,20.0,3.0,5,7.0,237.0,94.53,4.0,2025,4,0,0.0,30000.0,1,2,10.308985993422082
27938.0,12000.0,8.0,1499.0,2026.0,14.0,2.0,6,9.0,345.0,39.92,5.0,2025,11,0,0.0,12000.0,1,4,9.392745258631441
32354.0,25000.0,4.0,1997.0,2023.0,20.0,2.0,5,2.0,0.0,0.0,4.0,2023,9,0,0.0,25000.0,0,3,10.12667110305036
19695.0,38000.0,4.0,1498.0,2024.0,12.0,0.0,5,11.0,0.0,0.0,5.0,2024,1,0,0.0,38000.0,0,1,10.545367754151743
121734.0,23900.0,1.0,2996.0,2022.0,19.0,3.0,5,2.0,0.0,0.0,5.0,2022,5,0,0.0,23900.0,0,2,10.081675578048475
2926336.0,600.0,4.0,1908.792198826372,2021.0,22.0,3.0,0,11.0,0.0,0.0,4.603574926542605,2023,4,0,2.0,200.0,0,2,6.398594934535208
4386.0,230000.0,4.0,2438.0,2013.0,4.0,3.0,0,5.0,0.0,0.0,4.0,2017,7,1,4.0,46000.0,0,3,12.345838935721968
26319.0,11600.0,7.0,1908.792198826372,2025.0,20.0,0.0,5,9.0,579.0,100.0,5.0,2025,5,0,0.0,11600.0,1,2,9.358846580275406
16015.0,36000.0,7.0,1908.792198826372,2025.0,1.0,3.0,0,11.0,170.0,0.0,5.0,2025,8,0,0.0,36000.0,0,3,10.491301994830229
5711.0,118000.0,4.0,1997.0,2018.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2018,6,0,0.0,118000.0,0,2,11.678448377988165
18959.0,18000.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,218.0,80.8,5.0,2025,11,0,0.0,18000.0,1,4,9.798182590890704
12776.0,1800.0,7.0,1908.792198826372,2025.0,12.0,3.0,5,11.0,135.0,51.87,5.0,2025,8,0,0.0,1800.0,1,3,7.496097345175956
6403.0,143000.0,7.0,1908.792198826372,2023.0,13.0,3.0,5,11.0,100.0,55.2,4.0,2023,5,0,0.0,143000.0,1,2,11.870606902224587
12953.0,49300.0,7.0,1908.792198826372,2024.0,20.0,0.0,5,7.0,160.0,56.83,5.0,2025,3,0,1.0,24650.0,1,1,10.805699643800724
14131.0,13000.0,3.0,1994.0,2021.0,1.0,3.0,0,3.0,0.0,0.0,4.0,2024,4,1,3.0,3250.0,0,2,9.472781556562168
2914.0,207000.0,4.0,1797.0,2014.0,7.0,3.0,5,11.0,0.0,0.0,4.0,2015,8,0,1.0,103500.0,0,3,12.240478903153711
33635.0,21000.0,6.0,1991.0,2023.0,20.0,0.0,5,3.0,90.0,25.4,4.0,2023,1,0,0.0,21000.0,1,1,9.952325334619427
10274.0,39000.0,4.0,1997.0,2021.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2021,3,0,0.0,39000.0,0,1,10.571342565808699
64620.0,102000.0,4.0,1908.792198826372,2019.0,19.0,3.0,0,11.0,0.0,0.0,4.603574926542605,2019,8,0,0.0,102000.0,0,3,11.532737896139919
3032.0,54000.0,4.0,1349.0,2018.0,11.0,0.0,5,11.0,0.0,0.0,5.0,2019,3,0,1.0,27000.0,0,1,10.896757843893464
26466.0,37000.0,6.0,1497.0,2023.0,17.0,1.0,5,2.0,485.0,31.8,5.0,2024,6,0,1.0,18500.0,1,2,10.518700218288165
24111.0,76000.0,8.0,1496.0,2023.0,19.0,0.0,5,9.0,330.0,40.9,5.0,2023,4,0,0.0,76000.0,1,2,11.23850177707664
29410.0,6000.0,6.0,1499.0,2025.0,19.0,3.0,6,9.0,300.0,44.5,5.0,2026,1,0,1.0,3000.0,1,1,8.699681400989514
20431.0,7500.0,6.0,1498.0,2025.0,19.0,1.0,5,11.0,200.0,26.6,5.0,2025,6,0,0.0,7500.0,1,2,8.922791623969637
23949.0,52800.0,7.0,1908.792198826372,2024.0,19.0,3.0,5,7.0,250.0,90.0,5.0,2025,1,0,1.0,26400.0,1,1,10.874285408908944
5446.0,100.0,7.0,1908.792198826372,2026.0,21.0,3.0,4,11.0,35.0,17.65,3.0,2026,6,0,0.0,100.0,1,2,4.61512051684126
3282.0,56300.0,7.0,1908.792198826372,2019.0,16.0,3.0,0,7.0,55.0,0.0,5.0,2021,5,0,2.0,18766.666666666668,0,2,10.938467575959383
23184.0,74500.0,4.0,1997.0,2022.0,19.0,3.0,6,10.0,0.0,0.0,5.0,2022,3,0,0.0,74500.0,0,1,11.218567827096358
26201.0,10000.0,7.0,1908.792198826372,2026.0,19.0,2.0,5,7.0,215.0,100.0,5.0,2025,12,0,0.0,10000.0,1,4,9.210440366976517
2811.0,123500.0,4.0,1813.0,2014.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2014,10,0,0.0,123500.0,0,4,11.724004532183379
8508.0,24000.0,7.0,1908.792198826372,2025.0,13.0,3.0,4,11.0,50.0,37.9,5.0,2025,3,0,0.0,24000.0,1,1,10.085850775128717
36505.0,7000.0,4.0,1998.0,2025.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2024,11,0,0.0,7000.0,0,4,8.853808274977197
13218.0,3500.0,6.0,1499.0,2024.0,17.0,3.0,7,11.0,150.0,19.43,5.0,2025,2,0,1.0,1750.0,1,1,8.160803920954665
17928.0,57000.0,4.0,1395.0,2022.0,7.0,3.0,5,11.0,0.0,0.0,5.0,2022,6,0,0.0,57000.0,0,2,10.950824090522445
9832.0,100.0,7.0,1908.792198826372,2026.0,12.0,3.0,5,11.0,75.0,31.9,5.0,2026,6,0,0.0,100.0,1,2,4.61512051684126
18959.0,17000.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,218.0,80.8,5.0,2025,8,0,0.0,17000.0,1,3,9.741027444837728
4680.0,35100.0,4.0,1985.0,2016.0,12.0,3.0,5,2.0,0.0,0.0,4.0,2018,1,1,2.0,11700.0,0,1,10.465984899076615
8802.0,86000.0,4.0,1998.0,2021.0,19.0,3.0,7,11.0,0.0,0.0,5.0,2022,2,0,1.0,43000.0,0,1,11.362114203075018
3665.0,70200.0,4.0,1490.0,2016.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2018,5,1,2.0,23400.0,0,2,11.159117834926688
13218.0,30000.0,6.0,1499.0,2024.0,17.0,0.0,5,11.0,199.0,19.43,5.0,2025,2,0,1.0,15000.0,1,1,10.308985993422082
21314.0,23200.0,8.0,1499.0,2024.0,19.0,3.0,5,9.0,345.0,41.16,5.0,2024,12,0,0.0,23200.0,1,4,10.05195066017375
12040.0,2100.0,7.0,1908.792198826372,2026.0,13.0,3.0,5,7.0,120.0,42.1,5.0,2026,6,0,0.0,2100.0,1,2,7.650168700845001
3650.0,155000.0,4.0,3471.0,2010.0,18.0,0.0,5,11.0,0.0,0.0,4.0,2009,10,0,0.0,155000.0,0,4,11.951186847493476
6727.0,64500.0,4.0,1598.0,2026.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2020,7,0,0.0,64500.0,0,3,11.07443600653965
43836.0,6700.0,7.0,1908.792198826372,2025.0,19.0,3.0,6,9.0,400.0,97.8,5.0,2025,7,0,0.0,6700.0,1,3,8.81001204797317
9200.0,16000.0,4.0,1969.0,2023.0,13.0,0.0,5,11.0,0.0,0.0,4.0,2022,7,0,0.0,16000.0,0,3,9.680406499268875
