student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Female,gender_Male,gender_Other,gaming_genre_Casual,gaming_genre_FPS,gaming_genre_RPG,total_screen_hours,free_time,gaming_study_ratio
35,22,5.68,3.0,8.63,81.36,4.91,10.44,234.62,13.46,0,42.99,1,0,0,0,1,0,16.119999999999997,6.6899999999999995,1.42
36,17,6.09,4.63,8.91,84.69,4.1,7.16,239.43,10.37,0,62.63,0,1,0,0,1,0,13.25,4.370000000000001,1.0817051509769093
37,19,7.51,9.78,5.77,70.68,1.34,11.39,244.83,13.11,2,71.67337105144001,0,1,0,0,0,1,18.9,0.9400000000000013,0.6966604823747681
38,24,0.91,6.47,4.54,94.84,3.96,5.62,308.18,1.16,1,83.48,1,0,0,0,1,0,6.53,12.080000000000002,0.12182061579651941
39,17,5.64,8.03,7.29,60.97,0.25,7.93,246.6,11.1,0,74.54685540039097,1,0,0,1,0,0,13.57,3.04,0.6245847176079734
40,24,6.81,5.05,4.15,82.29,2.74,7.88,225.53,15.98,0,30.39,0,1,0,1,0,0,14.69,7.989999999999999,1.1256198347107438
41,20,7.64,5.79,6.41,75.35,1.79,12.36,216.62,15.18,0,38.94,0,0,1,0,0,1,20.0,4.160000000000001,1.1251840942562592
42,17,1.69,4.86,5.36,84.16,2.13,4.38,309.54,3.08,1,79.96,1,0,0,0,1,0,6.07,12.090000000000002,0.28839590443686003
43,19,4.03,7.33,6.37,74.41,2.36,7.17,263.41,8.69,1,86.79,0,1,0,0,0,1,11.2,6.2700000000000005,0.4837935174069628
44,22,5.44,8.66,4.09,88.71,2.51,9.25,262.77,15.36,2,77.6456270607162,1,0,0,0,1,0,14.690000000000001,5.81,0.5631469979296067
45,23,1.98,5.57,4.26,60.81,3.28,3.53,286.43,4.66,1,69.57,1,0,0,1,0,0,5.51,12.19,0.3013698630136986
46,18,4.8,5.33,4.08,76.24,3.48,6.32,261.14,10.63,1,55.77,0,1,0,0,1,0,11.120000000000001,9.790000000000003,0.7582938388625592
47,16,2.06,4.06,7.1,93.25,4.88,7.86,294.59,7.84,1,74.5,0,1,0,0,1,0,9.92,10.780000000000001,0.4071146245059289
48,19,2.67,2.59,6.8,70.01,3.81,5.36,280.42,9.47,1,56.86,1,0,0,0,1,0,8.030000000000001,11.94,0.7437325905292479
49,17,3.53,9.45,5.17,62.11,3.44,5.81,278.41,8.37,2,86.86,1,0,0,1,0,0,9.34,5.850000000000001,0.337799043062201
50,23,4.23,3.84,7.23,79.86,1.96,5.47,248.08,5.55,1,64.03,0,1,0,1,0,0,9.7,8.7,0.8739669421487605
51,19,3.59,8.21,8.42,99.06,0.59,5.46,276.03,8.37,1,99.32,1,0,0,0,1,0,9.05,3.7799999999999994,0.3897937024972855
52,17,3.95,7.44,5.39,62.57,0.29,7.1,277.05,12.36,2,66.87,1,0,0,1,0,0,11.05,7.219999999999998,0.46800947867298576
53,21,2.39,8.12,8.16,62.8,2.39,5.1,282.97,7.42,1,93.83,1,0,0,0,1,0,7.49,5.33,0.26206140350877194
54,21,1.27,9.43,7.31,83.8,3.34,4.39,306.89,4.53,1,100.0,0,1,0,1,0,0,5.66,5.99,0.12176414189837009
55,19,0.38,6.61,4.17,70.0,3.25,4.9,316.97,3.73,1,78.34,1,0,0,0,0,1,5.28,12.84,0.04993429697766097
56,21,1.57,9.08,5.88,76.41,4.76,5.78,303.1,1.57,2,100.0,0,1,0,1,0,0,7.3500000000000005,7.469999999999999,0.15575396825396826
57,17,4.66,2.51,6.54,93.22,1.91,8.13,250.63,7.1,1,57.56,0,1,0,0,1,0,12.790000000000001,10.290000000000003,1.3276353276353277
58,17,6.29,6.64,7.66,67.95,3.14,11.36,245.47,16.9,0,63.94,0,1,0,0,0,1,17.65,3.4099999999999993,0.8232984293193718
59,19,1.35,7.95,5.44,88.77,4.44,6.64,286.58,7.92,2,85.12,1,0,0,0,0,1,7.99,9.26,0.15083798882681568
60,23,0.87,3.44,8.91,80.18,2.02,4.82,303.27,2.46,1,85.67,1,0,0,0,1,0,5.69,10.78,0.19594594594594597
61,22,5.99,7.67,7.42,96.2,2.39,7.58,248.08,13.16,0,96.57122032899532,0,1,0,0,1,0,13.57,2.919999999999998,0.6908881199538639
62,24,2.44,8.01,5.86,98.92,4.61,5.47,292.8,7.64,2,88.95,1,0,0,1,0,0,7.91,7.6899999999999995,0.27081021087680357
63,23,7.61,8.48,4.49,79.4,2.75,11.78,216.59,20.63,2,54.03650726930501,0,1,0,0,0,1,19.39,3.419999999999999,0.8027426160337553
64,20,5.71,3.82,4.91,83.39,4.0,7.02,248.64,11.92,0,47.48,0,1,0,0,0,1,12.73,9.559999999999999,1.1846473029045643
65,17,2.61,7.13,6.44,89.83,4.68,3.71,296.63,7.25,1,87.33,0,0,1,0,1,0,6.32,7.82,0.32103321033210336
66,20,2.32,3.74,6.47,72.75,2.86,8.06,282.36,11.5,1,60.14,1,0,0,0,1,0,10.38,11.469999999999999,0.4894514767932489
67,23,4.19,7.65,7.84,69.07,0.55,8.84,248.18,10.14,1,77.07,0,1,0,1,0,0,13.030000000000001,4.320000000000001,0.48439306358381506
68,24,0.63,5.17,7.63,98.59,4.11,2.4,317.74,2.27,1,100.0,1,0,0,1,0,0,3.03,10.569999999999999,0.10210696920583469
69,24,0.94,6.38,5.01,77.3,4.09,4.17,299.3,1.28,1,83.62,0,1,0,1,0,0,5.109999999999999,11.670000000000002,0.12737127371273713
70,16,1.41,4.74,6.97,60.06,0.57,3.38,296.69,1.69,1,74.6,0,1,0,1,0,0,4.79,10.879999999999999,0.24564459930313587
71,24,6.2,2.46,4.1,93.51,2.74,7.25,246.91,14.68,0,35.48,1,0,0,1,0,0,13.45,11.239999999999998,1.7919075144508672
72,22,4.11,2.6,5.99,83.99,2.44,7.07,271.45,12.09,1,47.64,1,0,0,0,1,0,11.18,11.299999999999997,1.1416666666666668
73,24,0.08,1.7,7.82,66.74,4.24,4.32,329.26,4.61,1,67.51,0,1,0,0,1,0,4.4,14.4,0.029629629629629627
74,23,5.39,6.56,6.0,61.21,1.37,11.16,252.9,11.6,0,59.6,1,0,0,1,0,0,16.55,6.050000000000002,0.7129629629629629
75,16,3.39,8.64,8.18,71.66,2.13,8.24,280.0,8.79,1,91.88,1,0,0,0,1,0,11.63,3.7899999999999996,0.35165975103734437
76,23,4.09,1.19,8.88,97.12,3.02,6.24,253.99,10.21,1,66.67188190516212,0,1,0,1,0,0,10.33,9.839999999999998,1.8675799086757991
77,23,1.71,1.6,7.04,97.34,2.59,4.39,305.76,0.21,1,70.18,1,0,0,1,0,0,6.1,13.649999999999999,0.6576923076923077
78,18,4.41,5.12,4.73,72.44,4.78,8.01,260.17,11.53,1,56.85,1,0,0,0,0,1,12.42,9.739999999999998,0.7205882352941176
79,16,7.83,7.64,5.9,93.44,4.8,9.79,258.35,20.4,2,70.03082865031259,1,0,0,0,1,0,17.619999999999997,2.629999999999999,0.90625
80,23,0.59,2.42,4.05,77.67,0.41,5.75,310.78,6.03,1,72.47994815879551,1,0,0,0,0,1,6.34,16.939999999999998,0.17251461988304093
81,18,2.27,3.44,7.01,86.17,1.49,4.11,297.0,0.64,1,69.75,1,0,0,1,0,0,6.380000000000001,11.28,0.5112612612612614
82,18,1.94,3.09,8.11,73.38,0.04,4.39,303.1,5.9,1,63.05,0,1,0,1,0,0,6.33,10.860000000000001,0.4743276283618582
83,16,1.99,4.59,7.15,80.64,2.09,5.88,295.23,6.36,1,84.1,1,0,0,0,1,0,7.87,10.27,0.3559928443649374
84,20,3.03,3.02,7.93,71.75,3.31,4.65,288.01,7.41,1,59.51,1,0,0,1,0,0,7.68,10.020000000000001,0.7537313432835822
85,22,6.54,4.17,8.0,62.44,2.36,10.66,264.07,15.35,0,33.85,0,1,0,0,0,1,17.2,5.289999999999998,1.264990328820116
86,24,7.3,7.56,8.26,65.58,0.34,13.02,224.86,16.81,0,75.84021103153083,1,0,0,0,1,0,20.32,0.8800000000000017,0.8528037383177571
87,22,1.62,6.5,5.33,71.63,0.98,6.08,278.13,0.82,1,84.88,1,0,0,0,1,0,7.7,10.55,0.21600000000000003
88,24,4.34,1.73,8.36,99.05,0.87,9.4,254.89,11.83,1,51.42,1,0,0,0,0,1,13.74,9.57,1.5897435897435896
89,23,5.1,6.74,7.27,98.63,2.56,8.29,268.77,13.05,0,70.14,0,1,0,0,1,0,13.389999999999999,4.889999999999999,0.6589147286821705
90,17,4.17,5.29,5.45,93.11,3.39,7.0,265.17,8.64,1,71.42,0,1,0,0,1,0,11.17,9.090000000000002,0.6629570747217806
91,16,3.47,9.41,8.94,69.3,1.58,6.11,301.68,10.78,1,108.77322825666388,1,0,0,0,1,0,9.58,2.18,0.33333333333333337
92,22,1.54,3.6,8.75,77.66,0.65,5.84,308.79,1.95,1,77.12,0,1,0,1,0,0,7.38,10.11,0.3347826086956522
93,22,3.91,7.54,6.87,77.59,3.99,7.5,266.55,6.16,1,83.85,1,0,0,0,1,0,11.41,5.68,0.4578454332552694
94,23,3.21,7.58,8.22,75.48,4.29,6.57,273.69,8.27,1,87.4,0,1,0,0,1,0,9.780000000000001,4.990000000000001,0.3741258741258741
95,20,6.36,2.99,5.31,61.8,1.38,7.86,239.22,12.11,0,28.37,0,1,0,0,1,0,14.22,9.34,1.593984962406015
96,18,6.11,9.13,6.08,81.38,2.1,10.48,226.04,16.35,0,89.86994366733958,0,1,0,1,0,0,16.59,2.679999999999999,0.6031589338598223
97,23,1.07,5.42,4.92,62.91,0.41,5.7,309.94,3.6,1,61.04,0,1,0,1,0,0,6.7700000000000005,12.589999999999998,0.16666666666666669
98,21,0.71,7.11,6.6,92.08,1.14,2.69,318.42,5.13,1,96.03,1,0,0,1,0,0,3.4,9.580000000000002,0.08754623921085081
99,18,7.27,2.31,6.48,87.65,3.84,12.07,223.09,15.5,0,26.04,0,1,0,0,0,1,19.34,7.940000000000001,2.1963746223564953
100,16,4.28,3.32,5.06,74.11,1.83,9.68,253.12,11.55,1,40.98,0,1,0,0,0,1,13.96,11.34,0.9907407407407407
101,18,6.86,6.27,7.36,85.89,3.02,8.73,228.57,10.69,0,50.57,0,1,0,0,0,1,15.59,3.5100000000000007,0.9436038514442917
102,20,0.47,3.87,4.59,69.32,4.73,3.73,324.33,2.46,1,60.64,1,0,0,0,0,1,4.2,15.069999999999999,0.09650924024640656
103,18,4.21,5.5,4.31,70.61,3.62,9.59,277.51,11.26,1,52.38,0,1,0,0,1,0,13.8,9.98,0.6476923076923077
104,16,4.32,4.37,5.92,72.57,2.27,7.76,270.31,12.78,1,56.97,1,0,0,0,0,1,12.08,9.389999999999999,0.8044692737430168
105,20,6.89,6.76,6.05,91.88,1.83,11.97,253.74,13.3,0,55.43,1,0,0,0,1,0,18.86,4.300000000000002,0.8878865979381443
106,22,0.78,5.38,5.6,68.43,0.95,2.86,293.75,2.03,1,74.27,1,0,0,1,0,0,3.6399999999999997,12.240000000000002,0.12225705329153605
107,22,1.92,1.04,5.29,82.51,3.78,3.24,294.88,7.41,1,53.47,1,0,0,0,0,1,5.16,15.750000000000002,0.9411764705882353
108,24,3.25,6.85,5.69,68.02,0.56,4.55,286.6,10.32,1,70.23,1,0,0,0,0,1,7.8,8.209999999999997,0.4140127388535032
109,18,6.93,4.8,4.82,71.4,0.31,12.79,244.74,15.12,0,28.03,1,0,0,0,0,1,19.72,7.449999999999999,1.1948275862068964
110,22,7.51,4.08,6.02,69.42,0.52,9.33,237.92,14.56,0,39.29,0,1,0,1,0,0,16.84,6.390000000000002,1.4783464566929134
111,16,7.94,1.85,8.52,85.8,1.21,13.26,231.96,15.14,0,25.78,0,1,0,0,0,1,21.2,5.689999999999999,2.785964912280702
112,19,7.67,2.98,5.12,81.07,3.14,10.25,241.15,12.38,0,19.15,0,1,0,0,0,1,17.92,8.229999999999999,1.9271356783919598
113,19,0.05,3.01,7.42,88.85,4.31,1.25,327.01,-0.08,1,81.44,1,0,0,0,1,0,1.3,13.520000000000001,0.012468827930174564
114,20,0.38,9.42,4.71,68.8,4.96,2.58,303.9,0.57,2,100.0,0,0,1,0,1,0,2.96,9.49,0.036468330134357005
115,22,1.18,4.89,5.77,60.37,3.66,4.71,301.29,8.25,1,87.7929048115807,1,0,0,0,1,0,5.89,12.16,0.200339558573854
116,22,2.79,1.38,5.61,87.22,0.73,4.32,269.57,7.04,1,45.61,0,1,0,0,1,0,7.11,14.220000000000002,1.1722689075630253
117,19,6.64,2.25,8.69,64.59,1.39,12.25,250.28,15.67,0,41.83028579191895,1,0,0,1,0,0,18.89,6.420000000000001,2.043076923076923
118,22,7.14,1.71,6.14,69.85,0.66,12.64,246.27,18.34,0,20.54,0,1,0,1,0,0,19.78,9.009999999999998,2.6346863468634685
119,18,1.49,6.3,7.45,72.23,0.58,3.24,289.92,5.91,1,100.0,0,1,0,0,1,0,4.73,8.76,0.20410958904109588
120,21,4.96,2.68,7.01,89.87,2.84,9.65,256.68,14.69,1,51.09,0,1,0,0,1,0,14.61,9.350000000000001,1.3478260869565217
121,17,7.34,5.49,4.71,85.04,4.53,10.64,214.37,16.85,0,39.84,0,1,0,0,0,1,17.98,6.459999999999997,1.1309707241910631
122,24,3.71,4.33,8.7,67.37,3.42,9.62,274.27,10.33,1,61.63,1,0,0,0,0,1,13.329999999999998,7.2600000000000025,0.6960600375234521
123,20,0.83,8.23,5.73,83.92,4.0,2.11,301.77,2.62,2,95.807341272612,0,1,0,1,0,0,2.94,9.209999999999999,0.08992416034669555
124,21,3.66,3.88,4.22,88.33,2.54,7.02,264.4,8.88,1,59.43,0,1,0,0,0,1,10.68,12.240000000000002,0.75
125,19,3.01,5.12,5.5,75.56,2.38,5.44,283.63,6.18,1,66.67,1,0,0,1,0,0,8.45,10.37,0.4918300653594771
126,22,4.62,7.49,5.68,69.84,4.69,9.25,283.38,13.64,2,70.99,1,0,0,0,1,0,13.870000000000001,6.209999999999998,0.5441696113074205
127,24,3.51,4.9,4.46,87.16,3.61,5.07,285.83,7.41,1,65.6,1,0,0,0,1,0,8.58,11.13,0.5949152542372881
128,22,0.14,8.14,7.1,84.44,2.3,4.28,315.8,0.32,1,109.08473630488844,0,1,0,1,0,0,4.42,8.62,0.015317286652078776
129,16,7.95,6.96,5.73,63.12,1.66,13.69,224.11,18.81,0,42.39,1,0,0,0,1,0,21.64,3.3599999999999985,0.9987437185929648
130,16,4.35,4.69,7.15,86.67,0.47,7.62,286.58,11.77,1,67.78,1,0,0,0,1,0,11.969999999999999,7.809999999999999,0.7644991212653778
131,24,3.79,5.54,4.03,79.54,4.1,7.06,287.11,6.3,1,59.16,0,1,0,0,1,0,10.85,10.64,0.5795107033639144
132,24,7.64,9.7,8.91,90.13,0.85,11.12,225.21,16.48,0,91.92017996885592,1,0,0,0,0,1,18.759999999999998,-2.249999999999999,0.7140186915887851
133,19,1.25,6.95,4.85,67.63,2.58,4.33,310.01,2.44,1,88.17,0,1,0,0,1,0,5.58,10.950000000000001,0.15723270440251572
134,24,1.51,9.14,7.3,70.33,3.19,4.75,291.89,9.01,1,100.0,0,1,0,1,0,0,6.26,6.05,0.14891518737672582
135,18,6.46,2.61,7.58,81.73,3.72,9.78,242.73,14.76,0,32.41,1,0,0,1,0,0,16.24,7.3500000000000005,1.7894736842105263
136,22,2.09,5.35,4.86,79.27,0.42,8.08,302.56,10.28,1,69.69,1,0,0,1,0,0,10.17,11.7,0.3291338582677165
137,21,6.39,9.18,4.56,75.45,0.05,7.97,253.52,14.06,2,78.39667652392087,0,1,0,0,1,0,14.36,3.870000000000002,0.6277013752455796
138,23,2.17,3.9,4.76,89.84,3.53,4.6,287.56,6.22,1,66.62,1,0,0,1,0,0,6.77,13.170000000000002,0.44285714285714284
139,24,0.27,9.71,5.23,82.59,2.27,2.32,326.78,1.44,2,105.98646178855331,1,0,0,1,0,0,2.59,8.79,0.025210084033613446
140,20,4.14,1.87,4.84,88.41,0.91,7.86,271.8,9.69,1,36.37,1,0,0,0,1,0,12.0,13.149999999999999,1.4425087108013936
141,16,1.57,9.12,7.37,66.13,4.91,2.58,298.27,3.5,1,100.0,0,1,0,0,1,0,4.15,5.94,0.15513833992094864
142,18,6.06,5.01,6.1,89.16,3.96,11.67,266.37,13.61,0,58.11,1,0,0,0,0,1,17.73,6.830000000000003,1.0083194675540765
143,23,5.13,1.66,6.69,78.46,2.89,8.79,254.84,12.07,0,38.84,0,1,0,1,0,0,13.919999999999998,10.52,1.9285714285714284
144,21,7.39,8.92,4.24,61.35,3.51,12.87,220.24,14.27,2,46.6012417873633,1,0,0,0,1,0,20.259999999999998,3.45,0.7449596774193548
145,23,6.26,3.27,8.31,69.38,0.78,8.98,238.16,14.23,0,43.73,0,1,0,0,0,1,15.24,6.16,1.4660421545667448
146,24,1.45,1.2,4.85,61.03,4.81,3.2,309.86,1.37,1,36.76,0,1,0,1,0,0,4.65,16.500000000000004,0.6590909090909091
147,19,6.4,2.22,5.8,78.27,4.98,8.36,233.33,13.97,0,27.41,1,0,0,0,1,0,14.76,9.58,1.9875776397515528
148,16,5.13,6.93,4.36,73.04,3.24,8.48,266.73,12.58,0,47.64,0,1,0,0,1,0,13.61,7.580000000000001,0.6469104665825978
149,16,5.35,9.8,4.68,99.5,3.34,6.55,247.27,14.13,2,93.1874744469936,0,1,0,1,0,0,11.899999999999999,4.17,0.4953703703703703
150,19,6.66,2.0,7.33,94.74,3.52,11.57,239.33,16.41,0,37.92,0,1,0,0,1,0,18.23,8.01,2.22
151,22,4.59,5.16,7.46,93.03,3.33,9.54,287.02,11.12,1,67.61,1,0,0,1,0,0,14.129999999999999,6.789999999999999,0.7451298701298701
152,17,3.73,2.63,7.38,80.04,2.19,8.24,266.41,8.46,1,60.65,0,1,0,1,0,0,11.97,10.260000000000002,1.0275482093663912
153,18,5.09,7.71,6.76,92.28,2.7,10.57,238.72,14.35,0,88.72625736509066,1,0,0,0,1,0,15.66,4.4399999999999995,0.5843857634902411
154,16,2.38,2.06,8.76,70.67,1.41,6.13,305.11,6.44,1,55.64,0,1,0,0,1,0,8.51,10.8,0.7777777777777777
155,20,1.46,3.16,6.54,82.43,2.23,4.86,288.48,3.12,1,75.82,0,1,0,0,1,0,6.32,12.84,0.35096153846153844
156,16,4.93,2.77,6.25,75.72,2.18,8.58,252.72,11.99,1,45.89,0,1,0,0,1,0,13.51,10.05,1.3076923076923077
157,23,1.87,5.97,5.24,66.85,1.44,3.78,304.85,0.98,1,89.36176029714849,1,0,0,1,0,0,5.65,10.920000000000002,0.2682926829268293
158,16,0.64,8.86,4.49,62.9,3.93,4.2,319.21,3.22,2,92.51,0,1,0,0,0,1,4.84,10.01,0.06490872210953347
159,16,0.0,5.6,6.74,82.33,2.05,3.71,296.26,0.29,1,87.61,0,1,0,1,0,0,3.71,11.659999999999998,0.0
160,17,4.87,1.52,5.57,63.91,2.76,9.69,258.13,11.5,1,24.11,0,0,1,0,0,1,14.559999999999999,12.04,1.9325396825396826
161,17,2.9,6.07,6.62,88.72,0.78,5.64,293.72,11.16,1,83.7,1,0,0,0,0,1,8.54,8.409999999999998,0.41018387553041014
162,21,6.02,8.18,5.03,96.86,2.37,7.48,268.05,11.8,2,79.88433064435151,0,1,0,1,0,0,13.5,4.77,0.6557734204793028
163,22,3.0,2.19,8.19,66.48,3.81,6.99,271.61,9.57,1,65.00348539565958,0,1,0,1,0,0,9.99,10.62,0.9404388714733543
164,20,3.89,1.65,9.0,78.84,2.22,8.83,284.0,12.35,1,65.36,1,0,0,1,0,0,12.72,9.46,1.467924528301887
165,16,3.26,2.69,5.61,89.55,2.79,9.11,274.26,11.15,1,59.71,0,1,0,0,1,0,12.37,12.44,0.8834688346883468
166,16,5.2,7.71,8.21,71.47,3.51,6.65,268.02,11.87,0,87.54960154278523,0,1,0,1,0,0,11.850000000000001,2.879999999999998,0.5970149253731343
167,18,2.85,6.33,8.36,96.83,1.94,7.58,275.4,5.85,1,91.21,1,0,0,0,0,1,10.43,6.460000000000003,0.3888130968622101
168,17,7.71,5.87,8.98,95.54,1.77,11.69,225.18,16.11,0,54.9,1,0,0,1,0,0,19.4,1.4399999999999986,1.1222707423580787
169,20,7.49,3.25,5.71,64.15,0.43,8.57,233.99,13.19,0,8.97,1,0,0,0,0,1,16.060000000000002,7.549999999999999,1.7623529411764707
170,21,6.78,3.99,7.78,61.1,2.91,11.37,248.18,15.15,0,38.31,0,1,0,0,1,0,18.15,5.449999999999997,1.3587174348697395
171,22,7.36,9.69,5.14,99.06,3.53,8.49,237.38,14.6,2,76.60309521096231,0,1,0,0,1,0,15.850000000000001,1.8100000000000014,0.6884939195509823
172,19,3.59,3.17,7.12,98.26,2.91,8.52,272.63,7.82,1,64.98,1,0,0,0,1,0,12.11,10.119999999999997,0.8609112709832134
173,22,4.29,9.11,7.52,76.89,1.42,8.9,263.5,11.98,1,87.45,0,1,0,0,1,0,13.190000000000001,3.080000000000001,0.4243323442136499
174,23,5.94,6.22,7.71,62.02,1.31,10.38,266.51,13.11,0,58.92,1,0,0,0,0,1,16.32,4.13,0.8227146814404432
175,16,5.57,2.11,5.04,84.76,0.8,7.17,255.93,11.21,0,38.19,1,0,0,1,0,0,12.74,11.280000000000001,1.7909967845659165
176,21,7.13,5.21,8.24,71.74,0.23,12.73,229.69,13.92,0,48.45,0,1,0,0,1,0,19.86,3.419999999999999,1.1481481481481481
177,23,5.73,9.54,6.1,97.47,2.13,11.22,256.62,14.34,0,85.6199900584634,1,0,0,0,1,0,16.950000000000003,2.630000000000001,0.5436432637571158
178,20,7.98,4.77,5.08,91.79,0.8,13.48,230.47,18.52,0,27.24,1,0,0,1,0,0,21.46,6.17,1.3830155979202774
179,19,2.79,8.77,6.71,85.98,3.45,5.59,272.99,5.78,1,99.39,1,0,0,0,1,0,8.379999999999999,5.7299999999999995,0.28556806550665303
180,17,6.66,3.31,8.32,71.38,4.81,10.12,244.94,15.81,0,43.94,0,1,0,1,0,0,16.78,5.710000000000001,1.5452436194895591
181,21,5.58,6.14,8.84,88.05,0.37,7.15,237.98,12.18,0,76.8165965307675,0,1,0,0,1,0,12.73,3.4399999999999995,0.7815126050420168
182,21,5.53,8.59,7.74,71.57,4.46,6.79,247.19,12.87,0,88.5609535265387,1,0,0,0,0,1,12.32,2.1399999999999997,0.5766423357664234
