brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
2,4,2025,0,26682.38,53.9,199.0,117.3,7.39,137.0,274.0,206.0,1,7,4,68.8,2367.0,4,0,0,0,158602,3.26,3
7,33,2025,0,45100.09,79.5,257.0,85.6,5.25,174.0,478.0,396.0,0,5,1,39.6,1705.0,4,1,3,1,128526,3.61,4
8,59,2023,2,77484.79,81.2,284.0,147.7,5.31,169.0,923.0,832.0,1,5,2,55.4,2017.0,3,1,3,3,101678,3.34,4
15,43,2023,2,98108.77,46.5,150.0,338.8,5.21,174.0,760.0,665.0,1,5,2,44.4,2146.0,5,2,5,3,431290,3.33,4
3,55,2020,4,143106.79,75.3,272.0,170.3,3.68,197.0,1000.0,935.0,0,5,1,38.4,1705.0,4,1,5,2,18708,3.53,4
4,25,2026,0,52266.72,73.4,268.0,58.4,7.42,137.0,514.0,472.0,1,2,4,50.3,2850.0,5,0,5,1,62843,3.72,3
11,20,2025,4,60624.73,82.4,278.0,174.8,2.63,200.0,476.0,420.0,2,7,2,48.0,2138.0,4,0,0,1,8857,3.49,4
0,68,2025,0,63332.23,84.4,310.0,92.7,5.62,162.0,284.0,288.0,2,7,0,31.7,1565.0,5,1,1,1,62327,3.85,6
8,59,2024,1,95244.75,77.2,262.0,94.4,4.04,194.0,1000.0,842.0,0,5,2,67.4,2045.0,4,1,3,3,76023,3.44,3
14,54,2024,0,66816.36,69.9,247.0,118.5,5.33,171.0,150.0,200.0,0,5,3,23.9,1757.0,5,0,5,3,27456,3.39,6
15,42,2025,0,73015.63,82.4,304.0,275.5,5.58,156.0,528.0,501.0,2,7,4,62.4,2036.0,5,2,5,3,173406,3.75,5
15,9,2025,4,117415.98,78.1,263.0,215.8,2.94,200.0,927.0,847.0,0,5,4,61.7,2353.0,5,2,5,2,183531,3.7,5
15,40,2025,2,71316.86,73.9,249.0,282.0,6.73,144.0,502.0,509.0,2,5,2,52.9,2053.0,5,3,5,3,242716,3.7,5
2,37,2025,0,59005.52,58.4,200.0,121.5,7.64,137.0,667.0,633.0,2,5,5,76.9,1500.0,5,0,0,1,127516,3.31,5
17,28,2024,1,42431.05,88.6,306.0,104.2,5.94,166.0,337.0,286.0,0,5,0,39.7,1590.0,3,1,1,1,260840,3.53,4
2,10,2024,4,30671.06,87.5,303.0,233.1,4.18,190.0,345.0,269.0,0,5,3,29.5,1815.0,5,0,0,0,201621,3.28,4
10,15,2025,4,188302.14,78.5,277.0,225.0,4.32,185.0,1000.0,943.0,2,7,0,28.5,1500.0,4,2,1,2,43172,4.0,7
17,31,2023,1,94330.19,105.4,383.0,105.8,5.17,177.0,1000.0,868.0,1,7,3,21.8,1500.0,5,1,1,3,232451,3.95,3
2,10,2024,3,83518.44,77.1,267.0,148.3,7.36,146.0,954.0,884.0,0,5,0,21.5,1652.0,3,1,0,3,148454,3.28,5
8,45,2024,3,68436.66,70.0,249.0,131.3,7.12,141.0,790.0,742.0,0,5,0,23.0,1556.0,3,0,3,3,81219,3.63,3
15,43,2025,4,43196.41,111.9,408.0,293.7,4.23,197.0,338.0,357.0,2,7,4,70.3,2547.0,5,3,5,1,437912,4.03,5
4,24,2024,1,66402.61,90.5,334.0,96.1,5.88,162.0,752.0,677.0,2,5,5,67.5,1894.0,5,1,5,3,36517,3.69,3
15,42,2024,4,42932.18,99.0,356.0,209.1,3.87,192.0,227.0,200.0,2,7,1,27.2,1500.0,5,2,5,1,238196,4.0,5
13,38,2022,1,101897.93,76.1,254.0,291.0,5.76,163.0,335.0,326.0,0,7,4,72.1,2679.0,5,0,1,2,26972,3.68,7
4,11,2025,3,45539.59,55.1,198.0,143.8,5.26,173.0,379.0,335.0,0,5,1,16.4,1785.0,5,0,5,1,26865,3.0,3
15,41,2024,3,66707.72,45.8,150.0,301.1,5.19,166.0,486.0,420.0,0,5,5,69.7,1686.0,5,2,5,3,187104,3.23,5
15,41,2020,4,102900.51,74.1,231.0,323.4,2.61,200.0,708.0,567.0,2,5,4,79.8,2284.0,3,2,5,2,184383,3.8,5
4,24,2024,1,69723.4,91.5,331.0,118.7,5.32,180.0,792.0,705.0,0,7,4,72.9,2451.0,5,0,5,3,54063,3.64,4
5,6,2025,4,102049.38,116.6,395.0,163.2,4.21,192.0,1000.0,893.0,0,5,5,72.1,1834.0,4,1,5,2,7957,4.16,5
5,23,2024,1,78668.52,102.9,368.0,72.1,4.44,179.0,1000.0,916.0,0,5,2,65.5,2096.0,5,0,5,3,14020,3.97,4
4,44,2024,2,79438.2,82.5,299.0,128.6,6.77,149.0,967.0,916.0,2,5,5,80.0,1521.0,5,0,5,3,21827,3.81,3
15,40,2024,4,139025.28,93.4,320.0,293.9,3.06,200.0,995.0,917.0,0,5,0,17.8,1500.0,4,2,5,2,220216,4.07,5
17,30,2025,0,38889.44,65.0,231.0,142.7,6.1,160.0,313.0,257.0,1,5,3,20.9,1571.0,5,1,1,1,293320,3.41,3
15,40,2025,4,169366.43,117.4,416.0,241.6,3.06,200.0,1000.0,931.0,2,7,2,44.7,1923.0,5,2,5,2,248754,4.09,5
10,26,2023,2,144581.79,42.8,150.0,146.8,6.34,156.0,852.0,767.0,1,7,2,57.7,1857.0,4,1,1,2,76491,3.42,7
1,75,2023,3,86081.93,72.3,247.0,125.7,5.89,166.0,612.0,541.0,0,7,4,60.3,2745.0,4,2,1,3,51887,3.42,6
2,39,2026,4,101561.3,101.6,329.0,185.5,2.59,200.0,1000.0,906.0,2,5,4,62.3,2633.0,3,0,0,2,216998,3.69,3
15,9,2024,1,158925.9,82.5,291.0,310.8,4.06,186.0,1000.0,962.0,0,5,4,67.0,2567.0,5,3,5,2,138950,3.85,6
2,63,2023,2,21523.03,42.4,150.0,72.7,6.84,157.0,207.0,200.0,1,7,3,16.9,1621.0,4,0,0,0,183596,3.23,3
2,37,2024,3,100360.19,50.0,193.0,132.4,6.15,155.0,1000.0,888.0,2,5,5,61.5,1876.0,5,0,0,2,137465,3.1,4
5,6,2026,0,63696.78,78.0,262.0,101.2,7.32,136.0,835.0,746.0,1,5,4,62.1,2581.0,5,0,5,1,8032,3.56,3
1,70,2024,2,84405.92,52.5,173.0,105.6,5.09,169.0,612.0,505.0,2,5,4,57.9,2679.0,3,1,1,3,42777,3.19,6
0,49,2024,2,73910.79,41.9,150.0,94.4,7.68,142.0,431.0,377.0,1,5,2,53.0,2121.0,4,1,1,3,36319,3.0,5
7,34,2025,4,57904.84,80.5,286.0,194.1,2.76,200.0,704.0,589.0,0,7,3,30.1,1792.0,4,2,3,1,68118,3.73,4
15,9,2024,0,38394.15,47.7,189.0,334.7,5.25,169.0,227.0,200.0,0,7,4,68.1,2403.0,3,3,5,1,246203,3.51,4
5,6,2026,2,71136.28,49.6,171.0,135.8,7.19,142.0,938.0,820.0,1,5,1,39.3,1500.0,5,0,5,3,27175,3.31,4
5,5,2024,1,76560.48,82.9,300.0,143.0,4.19,184.0,1000.0,882.0,2,5,5,75.0,1598.0,4,0,5,3,12139,3.5,4
8,45,2023,3,92594.29,74.2,257.0,76.8,6.08,158.0,1000.0,874.0,0,5,0,23.4,1506.0,5,0,3,3,83731,3.6,4
4,44,2023,1,76072.0,105.6,363.0,104.6,4.21,189.0,891.0,791.0,1,5,1,21.8,1734.0,5,0,5,3,48060,4.04,4
7,33,2024,2,44654.99,65.4,223.0,143.4,7.07,146.0,440.0,435.0,2,5,2,43.9,1844.0,4,1,3,1,128091,3.0,4
7,35,2025,4,45837.99,84.4,306.0,182.4,3.82,192.0,416.0,397.0,2,5,3,36.2,1557.0,5,0,3,1,96533,3.3,3
17,31,2023,4,80921.96,108.9,399.0,199.3,3.77,198.0,878.0,828.0,2,5,1,29.1,1500.0,3,1,1,3,234095,3.86,5
15,42,2023,4,184745.86,106.3,348.0,325.6,3.73,198.0,1000.0,915.0,2,5,0,31.5,1782.0,3,3,5,2,148529,4.29,5
15,9,2024,4,177944.09,93.0,295.0,334.1,3.79,193.0,1000.0,868.0,2,5,4,59.7,2270.0,3,3,5,2,234160,3.91,6
15,9,2024,0,59967.87,70.0,238.0,220.7,5.24,159.0,393.0,348.0,0,7,4,63.9,2448.0,4,2,5,1,228933,3.44,5
1,75,2024,4,84125.95,98.9,363.0,225.3,4.25,192.0,658.0,592.0,2,5,1,34.2,1588.0,5,1,1,3,33561,3.47,7
2,50,2022,2,37515.42,52.5,194.0,133.2,7.93,137.0,360.0,323.0,0,5,4,51.2,2894.0,4,0,0,1,192045,3.31,5
7,36,2022,1,84513.62,109.9,400.0,83.7,5.88,165.0,1000.0,907.0,2,7,0,32.6,1784.0,4,1,3,3,95418,3.69,4
0,67,2025,3,80343.06,66.3,231.0,56.2,6.02,161.0,459.0,414.0,2,7,5,67.1,1500.0,5,1,1,3,43236,3.38,7
2,37,2025,0,75747.87,69.2,279.0,108.2,6.2,154.0,815.0,722.0,1,5,3,30.5,1500.0,3,0,0,3,114789,3.65,3
17,30,2024,4,50097.49,98.3,341.0,179.6,2.79,200.0,436.0,358.0,1,5,5,75.1,1780.0,3,0,1,1,263009,3.76,5
5,6,2024,3,43668.28,79.4,284.0,108.1,7.81,120.0,453.0,469.0,2,7,4,60.3,2572.0,4,1,5,1,1211,3.34,3
2,50,2025,1,61700.64,101.3,351.0,69.9,4.53,175.0,649.0,584.0,0,7,2,62.5,1726.0,5,1,0,1,190763,4.0,3
15,40,2025,3,152706.13,77.1,260.0,325.6,6.63,155.0,1000.0,857.0,0,5,2,42.1,1903.0,4,2,5,2,172494,3.77,5
2,39,2023,4,26461.18,71.3,265.0,249.5,2.9,200.0,236.0,202.0,2,7,2,41.5,2379.0,3,2,0,0,226324,3.6,3
15,40,2026,0,36489.36,45.5,150.0,253.7,7.97,131.0,247.0,226.0,0,5,5,65.7,1500.0,3,2,5,1,214895,3.58,5
14,54,2021,0,60978.95,84.5,304.0,61.5,6.47,153.0,150.0,200.0,1,5,1,16.8,1500.0,5,2,5,1,7599,3.41,6
4,25,2025,0,57536.04,73.3,254.0,69.5,7.43,139.0,619.0,529.0,1,4,4,74.1,2341.0,4,1,5,1,44164,3.54,4
1,70,2025,4,162822.68,70.6,255.0,193.4,2.76,200.0,1000.0,867.0,0,7,4,62.6,2729.0,5,1,1,2,48304,3.22,7
10,17,2023,1,163924.89,83.9,285.0,119.9,4.66,180.0,1000.0,946.0,0,5,0,27.2,1540.0,4,1,1,2,50822,3.77,6
4,25,2024,1,54997.37,100.7,353.0,144.1,4.35,183.0,523.0,469.0,1,2,4,60.8,2427.0,5,0,5,1,49671,3.66,3
15,43,2026,2,96644.91,76.4,244.0,238.4,5.98,164.0,684.0,604.0,2,5,3,28.9,1500.0,5,2,5,3,408778,4.03,4
0,67,2025,2,72972.25,58.0,223.0,129.9,7.8,139.0,409.0,398.0,1,7,2,63.6,1928.0,5,1,1,3,23427,3.35,5
8,45,2023,3,38796.18,49.4,150.0,141.2,5.12,168.0,376.0,343.0,2,7,0,38.4,1751.0,5,1,3,1,146563,3.09,4
4,44,2023,0,59885.41,65.9,231.0,81.2,6.28,148.0,667.0,623.0,0,5,4,65.7,2597.0,4,1,5,1,28589,3.5,4
0,49,2024,1,130606.12,106.6,385.0,58.2,5.2,169.0,1000.0,873.0,2,7,2,61.8,2080.0,5,2,1,2,39897,3.7,7
2,4,2024,1,47823.41,77.2,258.0,118.3,4.47,182.0,535.0,460.0,2,7,0,33.5,1500.0,5,0,0,1,108045,3.61,4
15,41,2023,4,65004.86,111.0,405.0,260.3,3.66,200.0,448.0,345.0,2,7,4,71.3,2744.0,4,3,5,3,208805,4.34,4
2,50,2024,2,21712.4,83.3,307.0,77.1,5.75,171.0,190.0,200.0,2,5,5,78.2,1628.0,4,0,0,0,169389,3.37,3
17,28,2024,1,54335.65,77.6,286.0,91.5,4.84,186.0,485.0,454.0,2,7,3,18.4,1630.0,5,0,1,1,284565,3.65,3
4,24,2024,0,53737.95,61.5,226.0,78.1,7.47,152.0,555.0,526.0,2,7,3,32.6,1500.0,3,1,5,1,62660,3.28,3
10,26,2026,2,68994.81,48.5,168.0,130.2,6.02,157.0,287.0,240.0,1,7,5,60.2,1568.0,5,1,1,3,79213,3.77,7
15,43,2024,0,105607.38,44.4,150.0,201.0,6.21,163.0,784.0,689.0,1,7,5,79.8,1500.0,4,2,5,2,422392,3.52,5
7,71,2025,4,97964.98,106.9,392.0,183.9,3.92,192.0,1000.0,914.0,2,7,4,59.8,2842.0,4,0,3,3,98285,3.82,3
17,29,2025,2,60229.21,40.6,150.0,137.8,7.86,145.0,580.0,569.0,1,7,2,45.9,2260.0,5,1,1,1,215577,3.2,4
2,37,2025,3,41881.7,82.8,280.0,147.0,7.2,138.0,459.0,427.0,0,7,2,61.7,2237.0,4,1,0,1,128802,3.46,3
15,40,2024,1,138760.96,99.4,376.0,338.9,5.24,175.0,1000.0,928.0,1,5,3,19.9,1500.0,5,2,5,2,204411,3.95,5
2,4,2025,1,90653.56,81.3,304.0,52.5,5.38,164.0,1000.0,895.0,1,5,5,64.0,1500.0,5,0,0,3,227338,3.64,4
11,14,2022,0,53544.18,45.0,186.0,121.5,5.72,172.0,279.0,237.0,0,7,2,40.8,1956.0,4,1,0,1,10495,3.38,5
2,10,2025,1,27390.16,86.0,278.0,137.3,4.17,187.0,321.0,285.0,0,7,0,19.8,1616.0,4,0,0,0,146828,3.67,4
7,34,2025,1,94028.85,102.7,334.0,104.5,4.08,194.0,1000.0,949.0,0,5,2,55.4,2407.0,4,1,3,3,71912,3.59,3
5,7,2025,3,59620.99,44.8,150.0,111.3,7.42,142.0,825.0,763.0,2,7,0,20.1,1744.0,5,0,5,1,21979,3.27,4
17,29,2025,4,78713.93,85.5,300.0,199.7,2.86,200.0,812.0,761.0,0,5,4,60.2,2608.0,4,0,1,3,216549,3.66,4
3,46,2022,1,59484.88,82.4,287.0,106.0,5.72,163.0,389.0,407.0,2,7,1,19.8,1611.0,5,0,5,1,23860,3.43,5
16,65,2025,4,62345.64,105.4,377.0,208.3,2.75,200.0,708.0,618.0,0,5,4,68.7,2450.0,5,0,2,1,15819,4.18,3
2,10,2023,4,33904.31,91.8,310.0,177.7,3.62,200.0,356.0,315.0,2,5,3,33.1,1623.0,4,2,0,0,106140,3.65,3
7,36,2025,1,40497.64,109.0,417.0,73.7,4.97,177.0,340.0,302.0,0,7,2,41.8,2284.0,3,1,3,1,61921,3.92,3
2,10,2024,3,89340.39,64.6,223.0,111.7,7.58,132.0,1000.0,861.0,0,7,5,67.3,1633.0,5,2,0,3,229760,3.35,4
2,57,2023,1,77902.26,85.2,288.0,67.0,4.19,183.0,837.0,747.0,0,5,2,54.1,1861.0,5,1,0,3,177211,3.38,3
15,41,2025,2,67489.81,67.1,239.0,339.9,6.73,146.0,480.0,402.0,2,5,0,28.4,1692.0,4,2,5,3,226745,3.61,5
8,59,2025,4,99993.15,93.7,336.0,154.0,3.15,196.0,1000.0,897.0,2,5,2,39.6,2114.0,4,1,3,3,52100,3.59,3
7,33,2024,0,29445.04,64.2,222.0,133.0,5.4,173.0,180.0,200.0,1,7,1,30.7,1684.0,5,2,3,0,53245,3.2,3
15,9,2024,1,57586.87,108.4,364.0,235.9,5.26,163.0,428.0,397.0,2,5,4,69.6,2629.0,4,2,5,1,136381,3.84,4
2,10,2023,2,50127.13,47.6,150.0,55.7,6.75,140.0,584.0,556.0,1,7,3,29.6,1618.0,4,1,0,1,176192,3.19,4
0,49,2024,2,112837.91,61.0,222.0,121.7,6.33,144.0,864.0,787.0,1,7,3,17.1,1591.0,3,1,1,2,45029,3.56,8
2,39,2023,3,29372.26,77.0,257.0,100.3,7.52,129.0,322.0,336.0,0,5,1,34.5,1500.0,4,0,0,0,240988,3.46,4
15,43,2024,0,40219.61,80.1,308.0,347.6,5.15,171.0,274.0,232.0,0,5,0,17.0,1547.0,5,2,5,1,429025,3.73,5
7,71,2025,0,51159.74,75.6,278.0,128.5,6.46,153.0,573.0,520.0,0,5,5,79.0,1683.0,5,1,3,1,89226,3.67,4
13,60,2024,3,142936.98,54.2,186.0,345.0,7.83,130.0,677.0,554.0,2,5,2,67.8,2128.0,5,2,1,2,23751,3.87,5
2,50,2024,4,99381.36,80.7,289.0,159.7,2.61,200.0,1000.0,891.0,0,5,4,68.3,2757.0,4,0,0,3,152043,3.48,4
1,70,2024,3,109123.19,75.8,284.0,68.8,7.25,136.0,922.0,817.0,0,5,5,68.9,1611.0,5,1,1,2,54152,3.63,8
4,25,2026,2,51712.72,44.2,150.0,136.7,5.73,160.0,475.0,390.0,2,4,4,59.7,2391.0,4,0,5,1,26384,3.09,5
2,57,2024,0,19470.99,82.7,291.0,127.9,6.57,159.0,204.0,201.0,1,5,4,68.2,2552.0,3,1,0,0,210937,3.48,3
5,5,2025,2,46970.49,53.9,191.0,61.9,5.21,174.0,476.0,426.0,0,7,2,45.1,1866.0,4,1,5,1,6914,3.21,4
17,29,2025,1,93619.57,83.5,289.0,76.7,5.01,172.0,1000.0,912.0,2,5,3,19.6,1697.0,5,1,1,3,222583,3.38,3
1,75,2025,1,124852.49,85.3,324.0,119.3,5.97,158.0,1000.0,865.0,1,7,3,24.9,1872.0,3,1,1,2,51096,3.39,7
1,73,2025,2,97046.62,60.0,209.0,79.6,7.79,131.0,788.0,683.0,0,5,1,18.3,1510.0,5,2,1,3,66065,3.41,5
7,33,2021,3,81529.22,52.0,173.0,132.4,5.26,175.0,1000.0,933.0,0,5,4,70.7,2400.0,4,0,3,3,137712,3.33,4
15,40,2023,3,123494.48,79.1,283.0,211.3,5.34,175.0,888.0,781.0,0,7,2,68.9,2083.0,5,3,5,2,228731,3.4,4
10,26,2024,3,194076.68,41.1,160.0,133.6,7.92,136.0,1000.0,932.0,2,5,1,39.6,1581.0,3,1,1,2,69583,3.65,7
2,50,2021,2,47541.74,75.3,274.0,83.8,7.74,133.0,520.0,490.0,1,5,2,46.0,2063.0,3,1,0,1,230454,3.4,5
15,41,2022,1,133033.76,83.6,310.0,331.6,4.49,181.0,932.0,846.0,0,7,0,34.0,1500.0,5,2,5,2,213496,3.81,5
15,42,2023,3,41055.46,66.5,234.0,322.9,5.98,157.0,305.0,223.0,0,5,4,57.8,2601.0,5,3,5,1,203412,3.84,4
8,21,2022,0,59652.7,67.9,238.0,84.3,5.99,156.0,588.0,557.0,2,5,2,64.2,1917.0,5,0,3,1,145797,3.55,3
1,72,2023,1,76874.69,96.7,338.0,51.5,5.84,159.0,528.0,453.0,0,7,3,23.8,1596.0,5,2,1,3,29925,3.89,5
15,43,2024,2,31623.12,77.5,246.0,331.8,5.59,165.0,161.0,200.0,1,7,1,28.0,1500.0,5,2,5,0,457458,3.75,5
7,36,2025,1,43168.2,97.5,334.0,115.6,5.07,179.0,444.0,434.0,1,5,5,63.4,1663.0,4,0,3,1,84174,3.27,3
2,37,2024,0,77144.36,70.9,259.0,60.7,7.34,137.0,850.0,788.0,1,5,1,22.8,1656.0,4,0,0,3,140199,3.58,5
1,73,2023,0,58951.66,72.4,252.0,112.7,5.44,167.0,253.0,248.0,1,5,5,63.5,1615.0,5,1,1,1,20422,3.39,8
15,9,2023,0,113861.27,81.2,306.0,220.4,7.93,131.0,809.0,719.0,0,7,4,61.3,2449.0,5,2,5,2,162424,3.82,4
5,5,2022,0,24572.41,46.5,182.0,128.7,5.73,168.0,150.0,200.0,0,7,4,60.8,2500.0,4,1,5,0,9346,3.53,3
17,31,2025,3,67323.21,57.6,187.0,141.0,5.46,172.0,684.0,618.0,2,5,5,64.2,1500.0,5,0,1,3,295974,3.47,5
11,20,2025,1,108463.22,80.0,263.0,101.8,4.01,200.0,1000.0,882.0,1,7,2,41.2,1856.0,3,1,0,2,18130,3.2,4
15,42,2025,0,71274.6,49.2,150.0,349.3,6.44,160.0,586.0,509.0,2,7,5,60.0,1837.0,5,2,5,3,132658,3.6,4
2,37,2024,2,55111.29,68.4,223.0,87.6,5.3,171.0,566.0,572.0,2,5,1,25.2,1630.0,4,1,0,1,112631,3.46,5
15,40,2025,2,132101.43,47.9,150.0,307.6,7.33,144.0,997.0,944.0,2,5,2,35.9,1751.0,5,3,5,2,220080,3.43,6
14,54,2023,4,104608.91,116.3,395.0,220.2,3.1,200.0,1000.0,932.0,2,7,3,15.8,1647.0,5,1,5,2,4453,3.72,4
0,68,2026,4,126813.57,114.9,393.0,230.5,4.2,190.0,1000.0,899.0,0,5,3,21.8,1634.0,5,1,1,2,35466,3.84,7
